S/N,review_text,category
278,delivery fee is skyrocketing too much.,billing
280,"Recently placed an order for the first time on the app - I had had always used one of your competitors for online orders. And I have to say that the bag of apples that was packed as part of the items ordered was very stale, actually it shouldn't have been sold. I was very disappointed.",product_defect
281,"i didnt even order a single thing,but the delivery said i have a parcel.... inside the parcel is a super thin plastick. did i get scammed? cause i did not add an items to my cart. like what the heck? i didnt even order but i have a parcel!",fraud_unauthorized
282,"App overall is ok-ish. No option to tip courier after the delivery, only before and for some reason in percents? How do i know if it will be a good service? Also don't understand why do i always have to pay delivery cost + services + bad weather. And i always see a bad weather charge, even though the weather is the same as any other day of the season. In my opinion it all should be included in delivery cost, bad weather should be valid for really bad weather like heavy rain or heavy winds.",billing
284,"The delivery price for some of the restaurants is pretty high, and when they can't find a courier it alocate one from further away increasing the delivery time by 50% but for the same delivery time. That means same price for cold food and longer delivery time, what can I say.",delivery_shipping
285,Sometimes items are not in the correct size when they arrive to client... Or there is a whole in the materials... And please put option buttons on sizes on stuff,product_defect
286,stop saying all items is free because i been many times order and its not free have to pay okay.,billing
287,"Worst customer support ever seen because the driver is rude and didnt even pick up my order after 3 hours since the time it was placed , the operator on the app didnt answer my request to cancel the order only the next day as the driver didnt even pick it up at the time of my request and now i am hold responsible and penalized.",customer_service
288,"Very disappointed in Takealot I purchased an item 2weeks ago and this morning I get a notification that the item is not available. So why is the item being advertised if there is no stock? Now what must I do with the credit in my app, not interested in using takealot. It begs a question is takealot taking clients money and purchasing items elsewhere? Clearly wasting clients time. I strongly recommend you stay away.",delivery_shipping
289,"Very good, fast delivery!",general_inquiry
290,"the order was good ,quality,fast dispach",general_inquiry
291,product is okay on some items but horrible on others,product_defect
292,"For over a week, I have been unable to use the app as it keeps saying ""No connection, try again"". I even deleted the app and reinstalled it, but it's still the same issue. I'm trying to conclude the sales of items in my cart but no luck.",account_access
293,"this jumia is so so so fake to deal with mostly when u buy things with a warranty. I have bought several products with warranty but when they get problems, the sellers say they removed warranty and jumia can't do anything about it. they only keep giving you 24hrs to solve ur problem until u lose hope. And it's mostly with Indian sellers. Amina was right to send u away. Jumia is also after money not helping it's client meaning it's also useless. U don't even deserve a star. Jiji is better than u.",warranty_repair
294,The price you see is not the price you pay. Too many hidden costs.,billing
296,"They changed the date my order would arrive so I tried to cancel. Someone from Takealot emailed me back to suggest the order be split. I responded yes please, but have since waited a week without reply or seeing the order split.",customer_service
297,you guys need to be quick with your delivery,delivery_shipping
298,"I am unhappy with your service, I don't understand why you use undocumented foreigners to deliver goods to our homes. I ordered more than once and because I stay in a gated area , documents are required at the gate and 2 of my orders returned because the driver have no drivers license.",delivery_shipping
299,This is a good online shopping site. But still I'd give only 3 stars because of your poor packaging of goods. I bought a couple of rings and they were packed in a tranparent polythene sachet for crying out loud. Items should have a unique item box well furnished,product_defect
300,it takes too long to receive packages .,delivery_shipping
301,"This app is the most intentionally unbearable and the biggest spamming app ever. You can't even open this to search for sales because it keeps throwing you promotion after promotion, with some time-consuming, stupid animations and fake games. Their promotions make you spend more in their platform. No thank you, I just came to spend 3 dollars, I don't want your $100 coupon to spend $200 on fake promos. Absolutely awful shopping experience, feels like diving head first into your email spam folder.",general_inquiry
302,robbed. they missed 2 of my items in delivery and refused to fix it. customer service is ai there's no number now im out 50$,delivery_shipping
303,"use amazon south africa, free delivery on any amount of purchases and no stories or drama for returns like takealot.",general_inquiry
304,Please make the delivery to Iraq direct. We need you here. I hope this message reaches management. We are waiting for a direct connection between your program and Iraq. Please.,general_inquiry
305,"It was very good at the beggining, best prices around, free delivery amazing service. Now only some mediocre prices remain. My last order was left at the door of the complex I stayed because i didn't respond to some in app messages, no calls or anything else have been made. The support wasnt helpful at all, repeated the same things and ended the chat 3-4 minutes after they started. Tbh they seemed to be AI, they even used the —. Lets hope customer protection services will be more helpful.",delivery_shipping
306,This app is the most scum. They are so slow in delivery and they tell you to get your package yourself even after you pay for delivery. Kilimall app will frustrate you They even don't have return policy.. Customer service is so bad and unprofessional.. Guys think twice when you order from kilimall. Order at your own risk ..,delivery_shipping
307,So easy and fast delivery,general_inquiry
308,At first the experience was great... but now I'm unable to order everything from one store - can't combine the orders. Most of my orders split into two because some items are available at Hyper and the others at a Checkers Store... so I end up cancelling the order 🤷‍♀️,general_inquiry
309,"order missing items, hard to get refund. do not use",refund_return
310,"delivers exactly what you ordered,",general_inquiry
311,Order a cup from them. Was chipped send it back got told I didn't send everything with but everything was in box. Their drivers is careless now I'm sitting with half of the product. And paid full price.,product_defect
312,"delivery fee is very expensive , ordereing a product and if you add every product is paid for delivery fee",billing
313,Delivery over 2 hours late not within 60 min.!!,delivery_shipping
314,"When i buy things on special on the app, I pay the normal price. It happens twice with me. Example buy two items pay cheaper it come here by me ring up as 1 per 1 item which is unfair milk say 89.99 then I pay 99.99",billing
315,Customer service is bad. Missing actually. But this is only when you have an issue with an order.,customer_service
316,I donloaded the app and trusted it but when I ordered I got an email that said my order was cancelled because I didn't pay but I did pay and I lost my money,billing
317,Run oh I ordered food a while ago the order got cancelled and I had already paid with my bank card hoping for a refund till now there's no refund a word is enough for the Wise,refund_return
318,Ordered items on takealot. It takes them almost 2 weeks to deliver the items. 2 days before the item is shipped they cancel my order. In the future i will be using Amazon or woolworths for gifts. Terrible service,delivery_shipping
319,"Good app, but I wish the cart would remain if the payment gets canceled, currently it erases the contents and you need to start all over again.",general_inquiry
320,Good service delivery.,general_inquiry
321,Please add Paypal as a payment option,general_inquiry
322,order late again,delivery_shipping
323,"always chooses the mall Checkers, where stock is unavailable!! the app deletes the whole shopping cart if payment fails!!",general_inquiry
324,"Please kindly refund me NGN 10,315.50 for an order that unilaterally cancelled by Glovo and a vendor (Awoof Berekete Restaurant in Lagos) that accepted they could not fulfill. And I wonder why you removed the feature for complaints to relayed via a phone call!",refund_return
325,"alot smaller than the stated size, and I ordered larger than I needed so it doesnt fit",product_defect
326,There's no way to easily delete something from your cart. You also have to go through too many steps to take an item off your wishlist. The ads are annoying.,general_inquiry
327,baad. they are not good. when I submit a refund they never respond. bad customer service,customer_service
328,well have received orders yet so we will see but good experience this far,general_inquiry
329,They enabled prime without my consent and take out my money. Now nobody is answering me for refund. Don't use this app.,subscription_cancel
330,Price filters don't work.,general_inquiry
331,the items look good on the site but when you receive your order you'll find most of them are of low quality expecially the footwear and bags,product_defect
332,the bread I received from my last order is stale. very disappointed 😞,product_defect
333,times. Therefore I will order ⁴ anything else until I get my money back or the things. I ordered. Kathy Harris,refund_return
334,I wanted the bike dude for the bike I bought for my nephew 😪 and no stock! After I placed order! How does checkers not have almost up to date stock or as close to dammit. So now my nephew doesn't get his bike dude I said I'll get him so he will be upset 😒 Also I have the credit but I have to spend money again when I don't need anything for a little while..,general_inquiry
335,"Love the app. Always use it to order, but I hate the fact that drivers pick up other orders with yours, causing your food to get soggy or cold plus delayed delivery times since they would go deliver other orders first",delivery_shipping
336,"When items aren't available, you aren't properly notified. they send only the items available and you get the (bad) surprise once it arrives home. Do not risk ordering something critical (i.e. sanitizing pods). they will charge you the delivery fee regardless, without compensation. Really poor customer experience whenever this happens.",delivery_shipping
337,it's ok but there a 50/50 chance the picture or video you see of the item you're interested in is not what you about to receive. It's a gamble!!! it have happened to me very common.......,product_defect
338,too many ads. too many are you a human pop ups. too many hidden prices,billing
339,payment went threw but app said it failed,billing
340,"Well, it's my first time shopping and I worked it out all on my own! Thank you Takealot because I can buy items I don't find in other stores. Keep up your good work!",general_inquiry
341,Jumia is the best but their prices are a little high,general_inquiry
342,"complete scam. deals they offer you they adjust to suck you in and when you go to do then they adjust the rules and requirements to get the deal. just use amazon, better and more honest even if your packages may get lost",fraud_unauthorized
343,"Packing is not good. Packed 2 x 1.5 lt and 2 x 6 pack fruit juice in 1 pack - result in pack tear, and everything fell out on paving. Also requested delivery for Saturday 28 Desember between 8 & 9 but delivered on 27.12.24 at 16:10. Likely at home. Then the driver is sitting in a white car just blowing the hooter. There is an intercom. I'm not very happy with today's last delivery.",delivery_shipping
344,"Shein has become a dominant force in global fast fashion, but its ultra-low prices conceal severe consequences. The company's hyper-volume business model drives major ethical, environmental, and public health concerns, raising alarms about modern slavery, toxic chemical usage, and catastrophic textile waste.",general_inquiry
345,"Great service, I find the drivers to be very polite. Delivery is always within 60 minutes. Update Nov 2025 2nd time in a week or two where a charged item has not been delivered!? Not sure how it can be charged but not delivered. Surely they can check this? Spoils the good service. I also recommend food stuff with nutrition table have a legible photo in the description.",delivery_shipping
346,"So i downloaded, tried to verify my number but i never receive a code, tried to make an order but it requires i pay immediately which im alot skeptic about since iv read acouple of reviews talking about goods never being delivered/money lost....and the pay on delivery requires phone verification, which isnt working apparently... Its sad,  really nice products but cant get them..",account_access
347,"Good app, unfortunately when it comes to collections of unwanted item they forever promise to come the following day",refund_return
348,please ensure all ordered items are delivered,delivery_shipping
350,Stop the replacement of ordered items without notifying the buyer.,product_defect
351,your customer service when I went their you have brave them or if they know you before they attend to you that why I left their,customer_service
352,I ordered food with estimated time of 45mins and it has taken over an hour and there is no proper support system than just to chat with AI. ....really,delivery_shipping
353,"I'd not recommend buying anything through this pawn shop. Bought an expensive item and it turns out it was previously used! It's impossible to reach customer service. No response or communication and emails being ignored. Recently purchased another cheaper item on sale and what was received doesn't match product images or company name, returned on this premise, asking for replacement, only to receive the exact same incorrect item again today with no avenue in app to complain: Rather use Amazon.",product_defect
354,"The app is overall easy to use and to understand. Unfortunately there seems to be a bug regarding the phone section. I've added my number three times and inserted the confirmation code, but when I go to the checkout, the application says I haven't entered any phone number (although the number is there, displayed in the field). Without this I cannot place any order :(",account_access
355,"The app works great. It's as good as Uber's food app, which about all one can expect. The problem is that the delivery part isn't very well handled with food often arriving well after schedule and drivers simply not rocking up sometimes or declaring an order delivered when it hasn't been. Support is non-existant. Will not use it again.",delivery_shipping
356,"You guys don't have a section to leave feedback in app, so I guess I'll have to write here. You need to add a way to rename your saved cards after adding them, without having to delete and re add them. It adds so much friction to every order I make, having to figure out which card number corresponds to which account (meal voucher, personal account, family account, etc)",general_inquiry
357,"Very disappointed with their delivery🐌, taking too long, waiting for almost a week now😒",delivery_shipping
359,"The app is good however my experience with delivery is baaaaaad!! Ranging from arrogant delivery guys who are foreigners to unreasonable delivery time. What is the use for selecting time slot if it won't be applied. Delivery request between 2 and 3pm, delivery guy calls at exactly 13h40 saying I'm here for your delivery. Meanwhile among grocery items are frozen stuff.",delivery_shipping
360,"How can you say 30-45 minutes and then you're food is late by 124 minutes. If you're food is late for more than an hour after the time stated, you should be able to cancel for free.",delivery_shipping
361,"After a long time as a prime user, and ordering on a regular basis, a driver blatantly lied about delivering my 60 euro order then refusing to pick up the phone when called. Support told me that they can not help, and that a refund would not be provided because the driver ""claims they left the food at the designated spot"" opting to side with them. Avoid this service, as they have zero good will towards customers.",delivery_shipping
362,"The courier stole my food for over 80€ and cancelled the order. After that I got a general message from support saying that they were sorry, and refund refusal.",delivery_shipping
363,Been waiting for my order ordered in December was meant to receive it yesterday till today i haven't received it tracking say its coming today ben saying that since yesterday. Am Losing customers because of your incompetent i have sent numerous emails haven't received any response,delivery_shipping
364,"Disappointed with ""out of stock"" items , in stock on app!",general_inquiry
365,"I notified Shein 1 hour after my Package was stolen because the delivery company they choose to use, left my package outside and did not ring the bell to make me aware that someone or something was out there. This is the company Shein contracts to do business with and they don't even require them to ring the bell, to ensure the customer receives their purchase, so I have to take a loss?? I wouldn't recommend & will block Shein. BAD BUSINESS!!!!!! wish I could give zero stars",delivery_shipping
366,"Fake flashsales. Immediately I tap to order at flash sale, they're sold out 🙄🙄",general_inquiry
367,kia is main cash on delivery hai??,general_inquiry
368,"Frankly, i had no issues of not processing orders like others or cancelling the basket since i haven't tried it. However, i noticed products are more expensive. Colleague says it's with included fee for glovo. For me, it's very not intuitive and not fair. Cost is explained in F.A.Q, and apparently, at checkout, you are informed of price difference if it's more than 30%. I never noticed it. There is just a total cost of products + delivery cost.",billing
369,"Extremely priced. From some restaurants, the prices are nearly doubled. Let's take the average McDonalds. Going to the restaurant is 40% cheaper than ordering from Glovo. I am disappointed in them taking advantage of covid lockdown and world events to boom their prices. Corporate greed is everywhere today. Shame Glovo, shame!",billing
372,"UNBELIEVABLE. I made an order tonight and before paying, it showed me an amount (81.61 RON), and after I chose my method of payment, my account was charged 92.78 RON. UN-FREAKING-BELIEVEABLE. This is a scam, my invoice is still showing 81.61, and tricking people like this is inhumane. The authorities will know about this. Since there's no way to contact support, as I have tried to solve this amicably by sending a ticket regarding to Prime Payment... But the authorities should be brought into it",billing
374,I reacived my item exactly as i ordered.Delivery was very fast than i expected.Thank you very much kilimall,general_inquiry
375,my only problem is the day of delivery is too long I normally don't get it when I want,delivery_shipping
376,The support is awful.,customer_service
378,"it was so amazing the delivery came on time, okay this is an update I am genuinely angry because I ordered and it wasn't the first time I ordered but they said my house address was wrong which is the same address I used to order before but I had to drive to meet the rider and today was the same thing",delivery_shipping
379,order not received and they not going to refund me either I don't recommend this BS app,refund_return
380,"perfect online shopping, delivery on time",general_inquiry
381,it's was really good and shipping only took 10 day but got scamed on wax cracking squishy,product_defect
382,its taking a month to deliver a necklace. Its not the first time I've ordered something that's taking forever to deliver,delivery_shipping
383,you say we have all this credit but you gotta buy more things to get the offer. the text messages keep coming saying you have all this credit when you really have nothing you just want us to buy more merchandise. And then you tell us how much we need to spend to get the credits. and then you process your order only to find that you don't have enough money spent to get the credits you said was already mine. when I go to my credits there is nothing. I've spent a load of money here. No More,billing
384,"On a scale of 1 to 10, I honestly will give you most likely a 1. Never will I ever recommend anyone to ever use Bolt food. Every single day I have ordered food using the app, I usually have to wait for like 1 to 2 hrs. Honestly speaking, how does that make sense? Is the timing reasonable? Then why don't you guys improve on your logistics? But sasa ya Leo nayo was completely unreasonable—I had to wait for a whole 4 hrs!!!!!! On my case, never ever will I ever order using Bolt food nor will I ever",delivery_shipping
385,But you are very slow in delivery ☹️,delivery_shipping
386,payment always being rejected,billing
387,"Terrible. They keep charging the credit card even after the prime is cancelled. Even after disputes via credit card, they try to charge again and again. Not responding to a single support ticket. customer service just doesn't exist",subscription_cancel
388,What is the point having product on the website if you dont have stock !?Why choose a back up product? Pointless. The main product you acctully wanted not there. You pay for delivery for bunch of add on products. Now i must drive anyway. NO 0 STAR RATING? Just getting worse every time i use it. Now payments pending...,delivery_shipping
389,"the ""discounts"" are very confusing. It would be better if they would just state the price so I can decide if I want the item at it's sale price or not. It seems like they are being tricky to get a person to order more than what they originally were planning on purchasing. Idk. It is confusing trying to figure out the true prices.",billing
391,"I feel like being scammed. It showed some RM50 worth item prices of RM3, but with the condition of I will be trapped to buy something worth RM50 with total price is more than RM500.",billing
392,Horrible payment method. work on your payment method it keeps hunging forcing you to delete the app and start again.,billing
393,"Generally enjoy the app, however there has been a few occasions where the ETA keeps changing, which defeats the purpose of the slogan of 60mins delivery. This is frustrating and inconvenient.",delivery_shipping
395,"Absolutely terrible customer service. I ordered a pizza and never received it. Customer support agent said they asked the courier and the courier said they delivered it, so the customer support agent says they cannot do anything about it. So I am left with paying over 300czk for nothing.",delivery_shipping
396,worst support ever.. supports babaj's not clients :/,customer_service
397,"I have not been angry like this in my life I ordered a fan because am planning to arrange my room because am working from home,I wanted to buy from the market but I said,I think jumia would do a better job,after waiting,wasting my transport to pick this fan,it's not working,now I have to wait how many days to get back my money please if I send this fan tomorrow let me collect my money that same day ohh, instead you will not like me, rubbish.",refund_return
398,I first thank company for good services and goods are delivered at station in time but for sure am not happy with your packaging. How can u pack high heels in a polythene bag and then rap and tighten it with a seal tape. At least pack items like shoes in boxes for proper delivery and customer experience,product_defect
399,items delivered were not in good condition,product_defect
400,shipping fees should be lowered if one purchases many things,billing
401,"I do like usingTemu,there are some good bargains on the website,i've bought a few things off there but I do have one problem,you get continuously bombarded with texts about promotions,offers,gifts etc and its very ANNOYING.I would love to see the £15 minimum spend brought down to at least £10 and i would like to purchase single items instead of having to buy multiple items.",general_inquiry
402,"YOU pay more if RIDE took longer, even though you already overpayed for morning ride. YOU pay more if DRIVER decided to drive another way that took longer just because. ""Plus"" subscription for food delivery costs much more then another's while giving you the poorest options of restaurants and cafes then other services. Overall: pumped prices, worst price/service rate",billing
403,Delay on deliveries.,delivery_shipping
404,when my uncle was ordering it didnt say the real price it said 15 pound unbelevebul,billing
405,"Deceptive marketing. You do not get the free items you select. The items you buy, to try and get the promised free ones, are never-ending. Just more lies. Complete waste of time and money. It might be ok...ish since the prices are generally reasonable for the low quality items but the constant deceptive offers are overwhelming.",billing
406,cash on delivery one time I will get Temu giving one time only cash on delivery,general_inquiry
407,"Run away from this people, they take your money first then delay to deliver and do not respond to inquiry. Choose jumia if you must do an online transaction",delivery_shipping
408,"If I could give this app zero stars I would, i have video and photo evidence of how my packages came and how badly they were damaged. then on top of that they NEVER deliver to your FRONT door. I have videos of items missing and the seller that sold the items would make a person sound like a liar when I litterally have PHYSICAL evidence. after all that when you contact the seller and show them PHYSICAL PROOF they will NEVER REFUND YOU this app is A SCAM AND FRAUD DONT TRUST IT GUYS!!!",refund_return
409,"rather change the name to days to days. it's not the first time that I ordered, and my order took more than 5 hours. the other time, I had to cancel cause it absolutely did not serve the purpose. I placed my order @ 11 a.m., and guess what? I am still waiting. no communication, no nothing!!!!!",delivery_shipping
410,Delivery service to Iraq must be provided.,general_inquiry
411,"Buing online: After article is in basket,the delivery address completed BUT ""PAYMENT "" does not open.",billing
412,I am irritated with the 'select a timeslot' pop up when ordering. the whole idea is delivery in 60 minutes unless I want a dedicated slot.,general_inquiry
413,"Couriers take multiple orders, and the app suggests delivering faraway orders before nearby ones.",delivery_shipping
414,Very poor customers service no one to communicate with n Orders delay to arrive so disappointing,delivery_shipping
415,Honestly speaking i always used to brag about quick and easy Checkers sixty 60 was. I normally order from them 5 to 7 times a month. However nowadays the service sucks. it takes 60 mins just for the shopping to start. it asks me for choose a slot and than it goes to the next time slot to suit their delay. its happened quite a few times now. i even canceled the order on a few occasions because the delivery is in 3 hours.,delivery_shipping
416,"At least in Seville, the Glovo delivery guys are always some 30 minutes later than the maximum delivery time the app foresees - so I have ended up waiting 45-60 minutes for drinks and food deliveries :( Last time, the delivery guy was about three minutes away from me with my delivery when he detoured to a different side of town and told me he was picking up another delivery. It took him more than 20 minutes at the new pickup location. I waited more than an hour for milk tea 😭",delivery_shipping
417,"so far good, but they need to reduce the number of delivery days to be atleast 2-3 days",delivery_shipping
418,Easy to place an order,general_inquiry
419,"free prizes great right? but nah I bought stuff to get the ""free stuff."" but instead of it coming with free shipping like it said it has an outrageous shipping price and the other free gifts thing ain't working cuz it keeps saying refer a friend brother I invited five and still haven't gotten it.",billing
420,I went to goodwill...lots of shein clothes that is very bad quality...the cloth made of bad materials that will scratch your skin. the thread are so cheap. I snapped it with my fingers...I have a bad idea about this order..,product_defect
421,"Most of the time I feel like I'm getting a good deal. Besides getting scammed a few times, like not getting what I believed I was ordering, and sometimes I get the same product (like 3 or more) & it's not clear if I am being charged multiple times. It is what it is I guess especially at such cheap prices",billing
422,At the first time I order here in shein I loved it. But as time goes on Im starting to get dissappoint because their price getting high points and coupons are not worth it already. Even shipping now it takes very long time.,delivery_shipping
423,I think shopping on the app is easy but the shipping fee is ridiculously high 😕,billing
424,The 5kg Sovereign Country Range chicken thighs I ordered is off and on app no return option only request credit but product shows eligible to credit..,refund_return
426,App has gotten a lot worse after recent updates. Scrolls me to the top after scrolling specials. Navigation is worse in general; if I background the app it takes me back to the home when I reopen it. quiet frustrating. 'Almost complete' special deals is buggy; notice stays up even after you have select all three of the bundle. But biggest issue by far is payments. If payment fails the app doesn't give you chance to retry. Have to find the order in profile. And adding new card then hangs.,billing
427,good order,general_inquiry
428,"Extremely disappointed with Glovo’s payment security. The app does not allow users to remove saved cards, putting personal financial data at risk. This is unacceptable and needs immediate improvement.",customer_service
429,another of stuff doesn't look like the picture. just have to be careful what you buy. today my item was delivered broken and I sent pictures.,product_defect
430,"Very disappointed. I paid through Fawry, but after my order was canceled, my refund was placed in Temu Credit instead of being returned to my original payment method. I have been contacting customer support for almost a month with no solution. I never agreed to receive store credit. I just want my money refunded the same way I paid. Terrible customer service and a very frustrating experience. I won't use this app again",refund_return
431,"misleading sizes and quantity quality of product which is very disappointing. once you get the item that you think you're supposed to be getting and it's nothing totally like that, it's much smaller. I feel like anytime somebody says something is large or extra large then it's supposed to show up and be that and a lot of times that's not the case. they take pictures up close to make it seem like you're getting something that you're not getting. that's the biggest thing that's wrong with with thi",product_defect
432,"My Bolt Food order was significantly delayed, and after 2 hours, it was canceled by support team.",delivery_shipping
433,they offer free gifts but then they keep adding stuff so it's not really clear I end up buying one item when I was promised eight.,billing
434,"i used to order alot on Checkers 60/60 , however , since the Most recent update I have experienced problems such as lagging or the most constant problem- payment failed. Hope this problem can be fixed in the near future.",billing
435,"takealot is very dissapointing. I highly advice not to buy electronic devices from this store, i ordered eletronic items and they have not arrived. I tried contacting the seller but got no helpful response. For the price, this is not worth it at all. Would not recommend.",delivery_shipping
436,"it's a good app, but I suggest you should include an image search, which one of your customers also said, I'm in support of it so that shopping will be made easier and better. Secondly is JUMIA PAY no longer working??",general_inquiry
437,"it's a disappointment it says you can get something for free without any warning that you need to buy 2 things to get the others for free and most of the ""free"" stuff is just not free total scam tbh and we all know the reviews on the items are bots",fraud_unauthorized
438,When you not sure about an item in my cart do call me rather than canceling it and causing me an inconvenience.,customer_service
439,scam its different prices at checkout and its so confusing I didnt even know I was checking out,billing
440,"Just ordered, haven't received anything yet so I'll keep ya'll posted",general_inquiry
441,too many popups it's ridiculous but good items and photos,general_inquiry
442,I buy a lot of things from this place and spend a good bit of money and I am very disappointed and what their clothing is like these days I probably now have five or six articles of clothing I can't even wear so be careful when you order clothing it looks good on the models not for you it is either the wrong size or it's not made correctly I also ordered some shorts that were for women they look like men's shorts so I gave them to my husband😞,product_defect
443,Was a bit disappointed that my parcel was delayed by 2 weeks because of the supplier who was delayed. Not happy. I ordered a fan in the middle of the heatwave and not i had to end up cancelling... years ago takealot was awesome. Hope they not slacking.. They have some good deals on though.,delivery_shipping
444,Delivers on time and payments are secured 🙂,general_inquiry
445,"first: overall you should expect a good quality-price since you pay little for cheap-quality products second: I feel very uncomfortable with all these ""300 euro coupon"" or ""get 6 free items"". They all come with strings attached which, at least for me makes the deal even more worthless than if it didn't exist in the first place. 2 stars because the constant misleading appearently awesome deals are just a catchy rip-off",product_defect
446,"1. it only delivers small items to your mail. 2.it says, ""No one was home."" Even though you were home, I think they were too lazy to deliver it. 3.the letter with the information about the pick-up never came after 5 days, but it's supposed to come in 1-2 two days and this is the second time it happened",delivery_shipping
447,delivery time was fast I loved it,general_inquiry
448,"Don't like being shown a price in my cart, then click checkout and the price doubles.",billing
449,The shipping fee is too much... Ordering more than one item shouldn't come with too much shipping fee,billing
450,"Always some problem: can't reorder previous order, can't find a restaurant, some error, things sometimes work and sometimes not. The delivery service is usually ok, but sometimes you get a 1-2 hours delay exactly when you need it on time, for example in the night. Some issue with increased prices (the prices on glovo show much higher than in the same restaurants) although it's not the delivery (i would understand the delivery to your door is a luxury you need to pay). I didn't check recently.",delivery_shipping
451,my order was canceled without any explanation 😒,customer_service
452,Ordered food of Almost R500. I only got one mimi,delivery_shipping
453,"2x they have sent me 2 of what I originally ordered, then I ended up keeping it instead of sending it back bcuz of hazzle!",delivery_shipping
454,"very slow today it's been 4 hours waiting, and I'm still waiting for my delivery",delivery_shipping
455,Very disappointed in a view of the deliveries lately. Food either not in bag or damaged or not up to standard or neither the item or the backup are available while it shows it is available on the app. Please make place for a second backup on the app. Because if you want items and it is falsely shown available you must pay delivery fee again for a substitute product. Please think about your customer. Thank you,delivery_shipping
456,They take a long time processing packages and you can wait for more than a week before your parcel arrives. Very slow,delivery_shipping
457,accused me of not paying an order which I did..pathetic,billing
458,"The good thing is it's special,the bad thing is that you don't know if it's fake because you pay before the order not after,what the heck is that",general_inquiry
459,"app mezyana walakin dik surcharge for orders below 60 dhs , mablan mawalo + dik prime khditha ana bach nthna men delivery fees , walakin ntoma la kanthena 7taa ikon order for 50 dhs im sorry but its too much order bi 45 dh kiwali 62 dhs BZF",billing
460,Its been a lovely online shopping journey with Takealot ; although its the blue dot sale prices are still extremely high,general_inquiry
461,delivery location is limited to specific places,delivery_shipping
462,May I ask when I'm looking for a specific deal or item you have to give other items not looking for?? If you don't have it then say so second time I've ordered and it's not what I wanted ...,product_defect
463,usually I'm really happy with them but when 11 packages of mine through them were shipped USPS and all 11 were lost but labeled as delivered but not found I was having problems getting refunds on some of my items. I am upset with both Temu for giving me a hard time and my local post office for losing 11 packages in one day.,refund_return
464,very useless shopping Apps . just that their delivery isn't mostly on time especially sharp courier .,delivery_shipping
465,"Unable to order anything ""invalid access token""",account_access
466,Rip.off ..canceling my order,customer_service
467,"I preferred the old app. Purely for the fact that similar products pop up when I click on a product, making it so easy to find my products and flavours etc. Can you build this into an update? Also, I can't edit my order like I always could after placing it (before live shopping). I really hope you can bring all these features back! My cart was also always visible on all screens...",general_inquiry
468,"What others mentioned about the customer service or satisfaction about it is correct. Another issue is bolt shows food is ready, but in fact it is not ready and couriers go and wait there, which is not their fault, but for customers it is confusing.",customer_service
469,Worst delivery service very slow in delivering a single product am never shopping with this app ever again,delivery_shipping
470,"Disgraceful service, To my understanding the shop had the parcel ready for shipping for more than an hour. The order was cancelled after a tardiness of an hour. There should be enough curriers, especially for such an amount of money involved. Basic customer service is to offer a better compensation than 9 lei. I could order from a different contracter or gone to buy it IRL in that time. Disrespect of the customer's time. I am cancelling my Glovo Prime right now, and erasing the app.",delivery_shipping
471,"You buy aproduct sh100 delivery money is sh129 you are stealing from me,and ill rather unstall the app",billing
473,"Bad app they advertise a different product n deliver poor quality version I shopped a duvet cover which looked heavy on the picture they delivered me a light material bedsheets for 3200 I applied refund n kilimall declined my application why force a customer to take bad products I'm not taking the sheets back keep my money n I'll never shop on this app thieves keep my 3200 I'll shop on jumia from today useless greedy people,If a customer wants refund let her return the goods",refund_return
474,"I like the app, but it keeps sending me at least 20 random notifications about stuff in my cart? Also I really do not like how it takes WEEKS for my order to arrive so many days late😔",delivery_shipping
475,maganda Ang product dito kaya ei try ko mag order..,general_inquiry
476,Sometimes delivery date the time period it is too much .,delivery_shipping
477,"• The logistics provider (inpost.co.uk) repeatedly sent false delivery failure notifications for an order, despite the customer's webcam showing that no attempt was made. • The customer cancelled the order because the recipient had left, but Shein and InPost refuse to cancel or refund, continuing to send delivery failure messages. Will not acknowledge my emails or make refund via PayPal. This is the second time. Never again useing this app.",refund_return
478,"The prices of the food are not always the same as the real prices in the restaurants menu, it's not enough that you will be charged for the delivery, but the app sometimes charges you higher prices om some food and some meals more than the real prices in the restaurants..",billing
479,"lately,l cannot checkout as lt kept saying my Chart is empty even after showing 3 items in it",account_access
480,"lies about prices, trys to rip you off be careful .",billing
481,Extend the delivery locations,delivery_shipping
482,"I used to love shein but it's been since February that I've been able to purchase from them because my account is frozen. I've already contacted support on multiple occasions to unfreeze my account but they offer no relief and I'm upset my club, saver, and other credits are just going to waste and be a waste of money. I've had a few item I wanted to buy before they went out of stock and they went out of stock before I could purchase them.",account_access
483,"I love the bag,so cute but the delivery stressed me",delivery_shipping
484,Order placed at 13h00 delivered just before 19h00. Only to find two items needed not there. This happens so regularly.,delivery_shipping
485,"The app is fine, too many ""order this and get this many items free"" I've yet to receive anything free. regardless of what I order.",general_inquiry
486,bolt is not good delivery service. I order food but bolt delivery wrong person and complan but not responding truly. I recommend all don't ordered at bolt. better wolt. thanks,delivery_shipping
